experiment_file,game_id,run_id,model_name,gamemaster_model,agent_type,question,turn,answer,eig,game_outcome,total_turns,game_duration,timestamp,target_character
game_openai_gpt-4o_QBayes_7_20250924_135132_314.json,67,7,openai/gpt-4o,openai/gpt-5,QBayes,Is the character's complexion fair?,6,yes,0.5119120666286108,1.0,10,1569.9452872276306,2025-09-24T13:51:32.314399,Owen
game_openai_gpt-4o_QBayes_7_20250924_135132_314.json,67,7,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have facial hair?,7,yes,0.5064562381497247,1.0,10,1569.9452872276306,2025-09-24T13:51:32.314399,Owen
game_openai_gpt-4o_QBayes_7_20250924_135132_314.json,67,7,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have broad nose shape?,8,no,0.5262985392120342,1.0,10,1569.9452872276306,2025-09-24T13:51:32.314399,Owen
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Is the character male?,1,yes,0.5159944162558763,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Is the character's eye color blue?,2,no,0.5271856439999701,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have brown eyes?,3,yes,0.5242793952267777,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Is the character's clothing style casual?,4,no,0.5230052021710522,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have a mustache?,5,yes,0.5152629358101558,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have brown hair?,6,no,0.5295592641392751,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Does the character wear a hat?,7,no,0.5295328872728704,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_QBayes_22_20250923_222908_961.json,52,22,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have black hair?,8,yes,0.5279064109912489,1.0,10,1167.4818668365479,2025-09-23T22:29:08.960903,Damien
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Is the character male?,1,no,0.5159944162558763,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Does the character have blonde hair?,2,no,0.3981510415976862,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Does the character have blue eyes?,3,yes,0.5017239308922893,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Does the character have black hair?,4,yes,0.45947572152926575,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Does the character wear earrings?,5,no,0.5219117168547258,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Does the character have wavy hair?,6,yes,0.5045632760302315,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Does the character have blue eye color?,7,yes,0.17023881203928393,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_openai_gpt-4o_LLM_29_20250923_220133_388.json,29,29,openai/gpt-4o,openai/gpt-5,LLM,Is the character's skin tone fair?,8,yes,0.4383578758240143,1.0,9,147.01770067214966,2025-09-23T22:01:33.388793,Sophia
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character male?,1,yes,0.5159944162558763,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character bald?,2,no,0.3439408498317157,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character wearing a hat?,3,no,0.4684044065777918,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have a mustache?,4,yes,0.4779829612529344,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have short hair?,5,no,0.515247648773376,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have brown hair?,6,yes,0.48892600329536784,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have blue eyes?,7,yes,0.5283553046530852,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_meta-llama_llama-4-scout_MBayes_14_20250924_135013_014.json,224,14,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have long hair?,8,yes,0.27232253357847724,1.0,9,460.08503818511963,2025-09-24T13:50:13.014780,Gregory
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Is the character's hair short?,1,yes,0.5280477466211396,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have blue eyes?,2,yes,0.5130895702023547,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Is the character middle-aged?,3,no,0.5055146277877033,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Is the character wearing a hat?,4,yes,0.5216813469203933,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have facial hair?,5,yes,0.5267892895068819,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Is the character wearing a beanie?,6,yes,0.5266667071075591,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have large ears?,7,no,0.5289360973096251,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_openai_gpt-4o_QBayes_11_20250923_223132_837.json,41,11,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have a wide smile type?,8,yes,0.4619145581309255,1.0,10,1311.4166042804718,2025-09-23T22:31:32.836869,Daniel
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Is the character male?,1,yes,0.5159944162558763,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Is the character's eye color blue?,2,no,0.5271856439999701,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Is the character young?,3,no,0.5253937864328186,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Does the character have brown eyes?,4,no,0.5301308948169258,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Is the character's hair style short?,5,yes,0.5273961442807819,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Is the character smiling?,6,yes,0.5141311048861218,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Does the character have dimples?,7,yes,0.5288046014655001,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_QBayes_27_20250924_135045_613.json,207,27,meta-llama/llama-4-scout,openai/gpt-5,QBayes,Does the character have a beard?,8,yes,0.5309911308193553,1.0,9,932.0856642723083,2025-09-24T13:50:45.613655,Liam
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character male?,1,no,0.5159944162558763,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have blue eyes?,2,no,0.5193193669887951,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have blonde hair?,3,no,0.32982980816146423,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have brown eyes?,4,no,0.5295827952645887,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have red hair?,5,no,0.3631886736412494,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have long hair?,6,yes,0.506775360384858,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character a teenager?,7,no,0.5294652635021786,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_17_20250923_223916_981.json,167,17,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have green eyes?,8,yes,0.32020743693181764,-1.0,10,669.8809065818787,2025-09-23T22:39:16.981068,Elisa
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character male?,1,yes,0.5159944162558763,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have a beard or a mustache?,2,no,0.4998728961298401,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character in the young age range?,3,no,0.5225841042753804,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character in the middle-aged range?,4,yes,0.5170861420603435,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have blue eyes?,5,no,0.5307460909380012,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have brown hair?,6,yes,0.478677351111073,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character wear glasses?,7,yes,0.5301073841288134,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_MBayes_8_20250923_223455_391.json,158,8,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have a beard?,8,no,0.090687247345139,1.0,9,650.3108291625977,2025-09-23T22:34:55.391011,Robert
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Is the character male?,1,no,0.5159944162558763,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Does the character have long hair?,2,no,0.5104933043129393,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Does the character wear glasses?,3,yes,0.41190378825227736,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Does the character have blonde hair?,4,yes,0.4662565014115122,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Is the character female?,5,yes,0.13126093226208868,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Does the character have long hair?,6,no,0.18173505518068755,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Does the character have blue eyes?,7,no,0.529431846715286,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_LLM_16_20250924_132827_103.json,136,16,meta-llama/llama-4-scout,openai/gpt-5,LLM,Are you wearing glasses?,8,yes,0.33547708322092895,-1.0,10,70.64745712280273,2025-09-24T13:28:27.103604,Elena
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character male?,1,yes,0.5159944162558763,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character in the young age range?,2,yes,0.49365013521365675,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character's hair color blonde?,3,no,0.42763311013241356,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have facial hair?,4,yes,0.4811637808770708,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character's facial hair a mustache?,5,yes,0.4950426373656597,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Is the character's hair color brown?,6,yes,0.519653091340948,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have brown eyes?,7,no,0.5195142435478635,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_meta-llama_llama-4-scout_MBayes_29_20250923_223706_220.json,179,29,meta-llama/llama-4-scout,openai/gpt-5,MBayes,Does the character have glasses?,8,no,0.47935479962052685,1.0,9,473.4912095069885,2025-09-23T22:37:06.220420,Henry
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have blue eyes?,1,no,0.5243462185987724,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have a wide smile?,2,no,0.5268434997978731,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Is the character male?,3,yes,0.5121792377533031,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Is the character's hair style short?,4,yes,0.5302926523753559,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have a mustache?,5,yes,0.5265065401390412,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Does the character wear a hat?,6,no,0.5103128741785016,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Is the character's age range young?,7,yes,0.5206014964141215,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_openai_gpt-4o_QBayes_9_20250923_223015_230.json,39,9,openai/gpt-4o,openai/gpt-5,QBayes,Does the character's complexion fair?,8,yes,0.5293439574496467,-1.0,10,1233.7734303474426,2025-09-23T22:30:15.230295,Sam
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character have blue eyes?,1,yes,0.5243462185987724,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character's hair short?,2,no,0.5192582933667435,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character's clothing style formal?,3,no,0.5300140555573583,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character have short hair?,4,no,0.18564579519221758,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character's hair color blonde or red?,5,no,0.5305345009932895,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character wear glasses?,6,yes,0.4633780818574823,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character male?,7,no,0.5194160846501712,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_6_20250924_134843_617.json,156,6,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character have dimples?,8,yes,0.5097356242521175,1.0,9,1187.2179911136627,2025-09-24T13:48:43.617234,Helena
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character's hair color brown or blonde?,1,no,0.5308197335656395,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character female?,2,yes,0.5164650402189064,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character have blue eyes?,3,no,0.5231549942159831,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character have freckles?,4,no,0.5265775508194447,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character's hair color red?,5,no,0.4477411271890014,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Does the character wear glasses?,6,no,0.530851785355027,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character wearing a suit?,7,no,0.5280217592235388,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_meta-llama_llama-4-scout_EIG_18_20250923_223315_823.json,108,18,meta-llama/llama-4-scout,openai/gpt-5,EIG,Is the character's hair style long?,8,yes,0.5264624096477325,1.0,9,1413.8437037467957,2025-09-23T22:33:15.823267,Amira
game_openai_gpt-4o_QBayes_13_20250924_134446_018.json,73,13,openai/gpt-4o,openai/gpt-5,QBayes,Does the character have short hair?,1,no,0.5280477466211396,-1.0,10,1163.5910630226135,2025-09-24T13:44:46.017840,Gustav
game_openai_gpt-4o_QBayes_13_20250924_134446_018.json,73,13,openai/gpt-4o,openai/gpt-5,QBayes,Is the character male?,2,yes,0.5304758403095834,-1.0,10,1163.5910630226135,2025-09-24T13:44:46.017840,Gustav
